review_id,unternehmen,source,typ,datum,titel,gesamt_score,empfehlung,position,bereich,ort,sprache,arbeitsatmosphaere,work_life_balance,gehalt,karriere,vorgesetzte,gleichberechtigung,image,umwelt_sozial,kollegen,umgang_aeltere,arbeitsbedingungen,kommunikation,interessante_aufgaben,text_positiv,text_negativ,text_verbesserung,text_freitext,missing_ratings,has_freetext,is_duplicate,sentiment,kategorien,keywords,summary
vwfs_kununu_17,VW FS,kununu,Mitarbeiter,2025-09-01,Praktikum mit Verantwortung statt Kaffeekochen,4.9,Empfohlen,Ex-Praktikant/in,Marketing / Produktmanagement,Braunschweig,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"Eigene Arbeitspakete, regelmäßiges Feedback und Einbindung in wichtige Termine.",Die Vergabe von Hardware und Berechtigungen könnte schneller gehen.,Arbeitsplatz und Systemzugänge bereits vor dem ersten Tag vorbereiten.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Verantwortung"", ""Feedback"", ""Einbindung"", ""Hardware"", ""Systemzugänge""]","Das Praktikum bietet eine gute Arbeitsatmosphäre und regelmäßiges Feedback. Es gibt jedoch einige Verbesserungsmöglichkeiten, wie die schnelle Hardware-Vergabe und die Vorbereitung des Arbeitsplatzes."
vwfs_kununu_18,VW FS,kununu,Mitarbeiter,2025-09-01,"Kollegial, flexibel, manchmal behäbig",4.2,Empfohlen,Angestellte/r oder Arbeiter/in,Beschaffung / Einkauf,Braunschweig,de,4.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,Flexible Arbeitsweise und respektvoller Umgang auch über Hierarchiegrenzen hinweg.,Bei bereichsübergreifenden Entscheidungen fehlt oft Tempo.,Eskalationswege verkürzen und Entscheidungen stärker an Teams delegieren.,,0,True,False,neutral,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Fuehrung & Vorgesetzte""]","[""flexibel"", ""Kollegialität"", ""Eskalationswege"", ""Teamarbeit"", ""Tempo""]","Flexible Arbeitsweise und respektvolle Kommunikation, aber Tempo bei Entscheidungen fehlt und Eskalationswege verbessert werden sollten."
vwfs_kununu_19,VW FS,kununu,Mitarbeiter,2025-08-01,Führungskultur ist stark abteilungsabhängig,3.7,Empfohlen,Angestellte/r oder Arbeiter/in,Kundenservice,Braunschweig,de,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,Gute Rahmenbedingungen und viele nette Kolleginnen und Kollegen.,Je nach Führungskraft erlebt man Vertrauen oder sehr enge Kontrolle.,Führungsstandards verbindlicher machen und Führungskräfte regelmäßig evaluieren.,,0,True,False,neutral,"[""Führung & Vorgesetzte"", ""Arbeitsatmosphaere""]","[""Abteilungsabhängigkeit"", ""Vertrauen"", ""Kontrolle"", ""Evaluierung"", ""Führungsstandards""]",Die Führungskultur ist abhängig von der Führungskraft und kann sowohl unterstützend als auch kontrollierend sein.
vwfs_kununu_20,VW FS,kununu,Mitarbeiter,2025-08-01,Sehr gute Sozialleistungen und faire Arbeitszeiten,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Braunschweig,de,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,"Faire Arbeitszeiten, mobiles Arbeiten und ein überzeugendes Leistungspaket.",Die interne Stellenbewertung ist für Mitarbeitende schwer nachvollziehbar.,Job-Level und Vergütungslogik transparenter erläutern.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte""]","[""Sozialleistungen"", ""faire Arbeitszeiten"", ""Leistungspaket"", ""Transparenz"", ""Job-Level""]","Das Unternehmen bietet gute Sozialleistungen und faire Arbeitszeiten an, ist aber bei der Transparenz des Job-Levels und Vergütungslogiks noch verbessernswert."
vwfs_kununu_21,VW FS,kununu,Mitarbeiter,2025-07-01,"Data & Analytics macht Spaß, Prozesse bremsen",4.3,Empfohlen,Angestellte/r oder Arbeiter/in,Data / Analytics,Braunschweig,de,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,"Spannende Datenbestände, hohe fachliche Relevanz und gute Kolleginnen und Kollegen.","Datenschutz-, Architektur- und Freigabefragen dauern häufig sehr lange.",Standardisierte Datenprodukte und klare Freigabekriterien etablieren.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Datenbestände"", ""Fachliche Relevanz"", ""Kolleginnen und Kollegen"", ""Datenschutz"", ""Freigabekriterien""]","Die Mitarbeiter finden ihre Arbeit im Bereich Data & Analytics interessant, aber es gibt Herausforderungen bei der Datenschutz- und Freigabebearbeitung."
vwfs_kununu_22,VW FS,kununu,Mitarbeiter,2025-07-01,"Gute Vereinbarkeit, aber langsame Beförderungen",4.2,Empfohlen,Angestellte/r oder Arbeiter/in,Recht / Compliance,Braunschweig,de,4.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,Sehr gute Vereinbarkeit von Beruf und Privatleben.,Der nächste Karriereschritt dauert trotz guter Leistung häufig mehrere Jahre.,Zwischenstufen und Fachkarrieren konsequenter nutzen.,,0,True,False,neutral,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte""]","[""Vereinbarkeit"", ""Beförderungen"", ""Karriereschritt"", ""Zwischenstufen"", ""Fachkarrieren""]","Die Mitarbeiterbewertung zeigt eine gute Vereinbarkeit zwischen Arbeit und Privatleben, aber langsame Beförderungen und einen langen Karriereweg."
vwfs_kununu_23,VW FS,kununu,Mitarbeiter,2025-06-01,Im Vertrieb viel Freiheit und klare Ziele,4.5,Empfohlen,Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf,Braunschweig,de,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,"Hohe Eigenverantwortung, klare Ziele und attraktive Produkte.",Zieländerungen im laufenden Jahr sind nicht immer gut erklärt.,Vertriebsziele stabiler planen und Änderungen transparent begründen.,,0,True,False,positiv,"[""Fuehrung & Vorgesetzte"", ""Arbeitsatmosphaere"", ""Karriere & Weiterbildung""]","[""Freiheit"", ""klare Ziele"", ""attraktive Produkte"", ""Vertriebsziele"", ""Transparenz""]","Mitarbeiter schätzt Freiheit und klare Ziele im Vertrieb, aber kritisiert die Unklarheit bei Zieländerungen."
vwfs_kununu_24,VW FS,kununu,Mitarbeiter,2025-06-01,"Compliance ernst genommen, Entscheidungen dauern",4.2,Empfohlen,Angestellte/r oder Arbeiter/in,Recht / Compliance,Braunschweig,de,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,Hohe fachliche Standards und ein respektvoller Umgang mit kritischen Themen.,Die Abstimmung über mehrere Kontrollfunktionen kann sehr langsam werden.,Risikobasierte Prüfpfade und verbindliche Bearbeitungszeiten einführen.,,0,True,False,neutral,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Bewerbungsprozess""]","[""fachliche Standards"", ""Risikobasierte Prüfpfade"", ""verbindliche Bearbeitungszeiten""]","Die Mitarbeiterbewertung hebt die fachlichen Standards und den respektvollen Umgang mit kritischen Themen hervor, aber auch die Langsamkeit bei der Abstimmung über Kontrollfunktionen. Es wird empfohlen, Risikobasierte Prüfpfade und verbindliche Bearbeitungszeiten einzuführen."
vwfs_kununu_25,VW FS,kununu,Mitarbeiter,2025-05-01,"Tolles Team, hohe Last in Spitzenzeiten",3.9,Empfohlen,Angestellte/r oder Arbeiter/in,Kundenservice,Braunschweig,de,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,Sehr hilfsbereites Team und guter Zusammenhalt.,Zum Monats- und Quartalsende entstehen regelmäßig Überstunden.,Arbeitsvolumen besser prognostizieren und Spitzen mit flexiblen Kapazitäten abfangen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Kommunikation"", ""Fuehrung & Vorgesetzte""]","[""Tolles Team"", ""Sehr hilfsbereites Team"", ""Überstunden"", ""Flexibilität"", ""Zusammenhalt""]","Das Team wird als sehr hilfsbereit und zusammenhaltend beschrieben, aber auch regelmäßig Überstunden gearbeitet werden müssen."
vwfs_kununu_26,VW FS,kununu,Mitarbeiter,2025-05-01,Als Trainee sehr guter Überblick über das Unternehmen,4.9,Empfohlen,Trainee,Unternehmensentwicklung / Strategie,Braunschweig,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,"Gut organisierte Rotationen, starkes Netzwerk und persönliche Betreuung.",Die Anschlussposition sollte früher verbindlich geklärt werden.,Bereits zur Hälfte des Programms konkrete Zielrollen besprechen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Karriere & Weiterbildung""]","[""Netzwerk"", ""persönliche Betreuung"", ""Zielrollen""]","Das Unternehmen bietet eine gute Arbeitsatmosphäre und eine persönliche Betreuung an, ist aber noch bei der Klärung von Anschlusspositionen und Zielsetzungen im Programm hinter."
vwfs_kununu_27,VW FS,kununu,Mitarbeiter,2025-04-01,Mehr Mut bei Digitalisierung wäre gut,3.6,Empfohlen,Angestellte/r oder Arbeiter/in,Operations,Braunschweig,de,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,Stabiles Umfeld und erfahrene Fachleute.,"Viele manuelle Abläufe bleiben bestehen, obwohl technische Lösungen vorhanden wären.",Digitalisierungsbudgets an messbare Prozessziele koppeln und Pilotlösungen skalieren.,,0,True,False,negativ,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Digitalisierung"", ""Mut"", ""Stabilität"", ""Fachleute"", ""Manuelle Abläufe""]",Die Mitarbeiterkritik im Unternehmen liegt vor allem in der mangelnden Digitalisierung und den bestehenden manuellen Abläufen.
vwfs_kununu_28,VW FS,kununu,Mitarbeiter,2025-04-01,Verlässlicher Arbeitgeber in unruhigen Zeiten,4.6,Empfohlen,Angestellte/r oder Arbeiter/in,Risikomanagement,Braunschweig,de,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,"Hohe Stabilität, faire Behandlung und ein starkes Sicherheitsgefühl.",Manche Prozesse sind überreguliert und schwer verständlich.,Regelwerke stärker aus Nutzersicht formulieren und unnötige Kontrollen abbauen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Fuehrung & Vorgesetzte"", ""Diversitaet & Gleichberechtigung""]","[""Verlässlicher Arbeitgeber"", ""Stabilität"", ""Sicherheitsgefühl"", ""Regulierung"", ""Kontrolle""]","Das Unternehmen wird für seine Verlässlichkeit und faire Behandlung gelobt, hat aber auch einige Kritikpunkte in Bezug auf Regulierungen und Kontrollen."
vwfs_kununu_29,VW FS,kununu,Mitarbeiter,2025-03-01,Gleichberechtigung auf dem Papier stärker als im Alltag,3.3,Nicht empfohlen,Angestellte/r oder Arbeiter/in,Projektmanagement,Braunschweig,de,3.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,Es gibt sichtbare Initiativen und grundsätzlich gute Rahmenbedingungen.,Bei Besetzungen und Entwicklungsmöglichkeiten wirkt die Praxis teilweise weniger modern.,Entscheidungen datenbasiert prüfen und diverse Kandidatenlisten verbindlich machen.,,0,True,False,neutral,"[""Diversitaet & Gleichberechtigung"", ""Arbeitsbedingungen""]","[""Gleichberechtigung"", ""Initiativen"", ""Modernität"", ""Datensicherheit"", ""Kandidatenlisten""]","Die Bewertung hebt die guten Rahmenbedingungen und Initiativen zur Gleichberechtigung hervor, aber kritisiert die Praxis bei Besetzungen und Entwicklungsmöglichkeiten als weniger modern."
vwfs_kununu_30,VW FS,kununu,Mitarbeiter,2025-03-01,Führung mit Vertrauen statt Kontrolle,4.9,Empfohlen,Angestellte/r oder Arbeiter/in,Produktmanagement,Braunschweig,de,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,"Hoher Gestaltungsspielraum, ehrliches Feedback und Unterstützung bei Fehlern.",Abhängigkeiten zu anderen Bereichen können die Geschwindigkeit reduzieren.,Cross-funktionale Teams langfristiger zusammenstellen.,,0,True,False,positiv,"[""Führung & Vorgesetzte"", ""Arbeitsatmosphaere"", ""Karriere & Weiterbildung""]","[""Vertrauen"", ""Gestaltungsspielraum"", ""Ehrliches Feedback"", ""Unterstützung bei Fehlern"", ""Cross-funktionale Teams""]","Die Mitarbeiter schätzen die unterstützende und vertrauensvolle Führung, den hohen Gestaltungsspielraum und das ehrliche Feedback."
vwfs_kununu_31,VW FS,kununu,Mitarbeiter,2025-02-01,Gute Lernkurve im Risikomanagement,4.5,Empfohlen,Angestellte/r oder Arbeiter/in,Risikomanagement,Braunschweig,de,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,"Komplexe Aufgaben, gute Fachkollegen und viel Raum für Weiterbildung.",Wissensinseln erschweren den Einstieg in Spezialthemen.,Wissensdatenbanken und bereichsübergreifende Communities stärker pflegen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte""]","[""Weiterbildung"", ""Risikomanagement"", ""Fachkollegen"", ""Wissensinseln"", ""Diversitaet""]","Der Mitarbeiter schätzt die Möglichkeit zur Weiterbildung und sieht gute Fachkollegen. Er empfiehlt jedoch, Wissensdatenbanken und -communities stärker zu pflegen."
vwfs_kununu_32,VW FS,kununu,Mitarbeiter,2025-02-01,Bürokratie frisst Motivation,2.8,Nicht empfohlen,Angestellte/r oder Arbeiter/in,Administration / Verwaltung,Braunschweig,de,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,Die Arbeitsplätze sind sicher und das Gehalt kommt zuverlässig.,Für einfache Änderungen sind zu viele Freigaben und Dokumentationen notwendig.,Prozesse konsequent entschlacken und Verantwortlichkeiten näher an die Ausführung geben.,,0,True,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Fuehrung & Vorgesetzte""]","[""Bürokratie"", ""Motivation"", ""Prozesse"", ""Verantwortlichkeiten"", ""Gehalt""]","Die Mitarbeiter sind enttäuscht von der Bürokratie und den langen Prozessen, die ihre Motivation beeinträchtigen."
vwfs_kununu_33,VW FS,kununu,Mitarbeiter,2025-01-01,Angenehmes Campusgefühl in Braunschweig,4.7,Empfohlen,Angestellte/r oder Arbeiter/in,Marketing / Produktmanagement,Braunschweig,de,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,"Gute Infrastruktur, kurze Wege und viele Möglichkeiten zum Austausch.",An stark frequentierten Tagen sind Räume und Parkplätze knapp.,Raumbuchung und Auslastungssteuerung weiter verbessern.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Diversitaet & Gleichberechtigung""]","[""Campusgefühl"", ""Infrastruktur"", ""Raumbuchung"", ""Auslastungssteuerung""]","Das Unternehmen hat eine positive Arbeitsatmosphäre und ein gutes Campusgefühl, aber gibt es noch Verbesserungspotenzial in der Raumbuchung und Auslastungssteuerung."
vwfs_kununu_34,VW FS,kununu,Mitarbeiter,2025-01-01,"Attraktives Paket, aber wenig individuelle Flexibilität",3.9,Empfohlen,Angestellte/r oder Arbeiter/in,Finanzen / Controlling,Braunschweig,de,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,"Vergütung, Altersvorsorge und weitere Zusatzleistungen überzeugen.",Einheitliche Regeln lassen teilweise wenig Spielraum für individuelle Lösungen.,"Mehr Wahlmöglichkeiten bei Arbeitszeit, Benefits und Präsenzmodellen anbieten.",,0,True,False,neutral,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Flexibilität"", ""Vergütung"", ""Individuelle Lösungen"", ""Arbeitszeit"", ""Benefits""]","Das Unternehmen bietet ein attraktives Paket, aber es fehlt an individueller Flexibilität und Spielraum für persönliche Entscheidungen."
vwfs_kununu_35,VW FS,kununu,Mitarbeiter,2024-12-01,Nach vielen Jahren noch immer gerne dabei,4.8,Empfohlen,Angestellte/r oder Arbeiter/in,Vertrieb / Verkauf,Braunschweig,de,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,"Verlässlichkeit, gute Kolleginnen und Kollegen und viele interne Möglichkeiten.",Veränderungen werden manchmal zu vorsichtig angegangen.,Erfolgreiche Pilotprojekte schneller in die Breite bringen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Karriere & Weiterbildung""]","[""Verlässlichkeit"", ""Gute Kolleginnen und Kollegen"", ""Interne Möglichkeiten"", ""Folgsamkeit bei Veränderungen"", ""Erfolgreiche Pilotprojekte""]","Die Mitarbeiter schätzen die positive Arbeitsatmosphäre, gute Beziehungen zu den Kollegen und viele Chancen für Weiterbildung."
vwfs_kununu_36,VW FS,kununu,Mitarbeiter,2024-12-01,"Arbeitgeber mit Potenzial, derzeit zu viele Parallelprojekte",3.5,Nicht empfohlen,Führungskraft,Projektmanagement,Braunschweig,de,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,Hohe Themenvielfalt und viele engagierte Mitarbeitende.,"Zu viele Initiativen laufen gleichzeitig, wodurch Fokus und Ressourcen fehlen.",Portfoliosteuerung stärken und Projekte ohne klaren Nutzen konsequent stoppen.,,0,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte"", ""Kommunikation"", ""Arbeitsbedingungen"", ""Diversitaet & Gleichberechtigung"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Potenzial"", ""Parallelprojekte"", ""Initiativen"", ""Portfoliosteuerung"", ""Fokus""]","Das Unternehmen hat viel Potenzial, aber Probleme mit der Projektverwaltung und Fokus."
vwfs_kununu_37,VW FS,kununu,Bewerber,2026-05-01,Schneller und professioneller Prozess,4.9,Zusage,Business Analyst,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""Schneller"", ""Professionell"", ""Prozess""]",Der Bewerbungsprozess ist schneller und professioneller als zuvor.
vwfs_kununu_38,VW FS,kununu,Bewerber,2026-04-01,"Freundliches Gespräch, lange Funkstille danach",3.2,Absage,Controller,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Kommunikation""]","[""Funkstille"", ""Freundliches Gespräch""]",Ein freundliches Gespräch wurde durch eine lange Funkstille nachgezogen.
vwfs_kununu_39,VW FS,kununu,Bewerber,2026-03-01,Sehr wertschätzendes Interview auf Augenhöhe,4.8,Zusage,Data Scientist,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Kommunikation"", ""Fuehrung & Vorgesetzte""]","[""wertschätzendes Interview"", ""Augenhöhe""]",Das Interview wurde als sehr positiv beschrieben und zeigte eine gute Kommunikation zwischen den Beteiligten.
vwfs_kununu_40,VW FS,kununu,Bewerber,2026-02-01,Vier Gespräche für eine Praktikumsstelle waren zu viel,3.2,selbst anders entschieden,Praktikant/in Strategie,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess""]","[""Praktikumsstelle"", ""Gespräche"", ""Überlastung""]",Die Bewerber fühlten sich durch zu viele Gespräche für eine Praktikumsstelle überfordert und sahen dies als Überlastung an.
vwfs_kununu_41,VW FS,kununu,Bewerber,2026-01-01,Klare Kommunikation und realistische Einblicke,4.6,Zusage,Risk Manager,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Kommunikation"", ""Arbeitsatmosphaere""]","[""Kommunikation"", ""realistische Einblicke""]",Die Bewertung ist positiv und lobt die klare Kommunikation und realistischen Einblicke des Unternehmens.
vwfs_kununu_42,VW FS,kununu,Bewerber,2025-12-01,Automatisierte Absage ohne nachvollziehbare Begründung,2.6,Absage,Produktmanager/in,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bewerbungsprozess"", ""Sonstiges""]","[""Absage"", ""nachvollziehbare Begründung"", ""Automatisierung""]",Die Bewerber wurde ohne klaren Grund abgelehnt.
vwfs_kununu_43,VW FS,kununu,Bewerber,2025-11-01,Strukturierter Prozess für Data-Analyst-Rolle,4.2,spätere Berücksichtigung,Data Analyst,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Strukturierter Prozess"", ""Data-Analyst-Rolle"", ""Bewertung""]",Die Bewertung lobt den strukturierten Prozess für die Data-Analyst-Rolle und erwähnt positive Aspekte im Bewerbungsprozess.
vwfs_kununu_44,VW FS,kununu,Bewerber,2025-10-01,Terminverschiebungen und keine verbindliche Rückmeldung,2.1,keine Rückmeldung,IT Project Manager,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Terminverschiebungen"", ""Rückmeldung"", ""Unklarheit""]",Mitarbeiter ist unzufrieden mit dem fehlenden klaren Kommunikationskanal und der mangelnden Rückmeldung nach Terminverschiebungen.
vwfs_kununu_45,VW FS,kununu,Bewerber,2025-09-01,"Angenehmes Gespräch, Aufgaben gut erklärt",4.7,Zusage,Werkstudent/in Controlling,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Kommunikation"", ""Arbeitsatmosphaere""]","[""Angenehmes Gespräch"", ""Aufgaben gut erklärt""]",Gute Kommunikation und klare Aufgabenbeschreibung
vwfs_kununu_46,VW FS,kununu,Bewerber,2025-08-01,"Bewerbungsportal okay, Prozess insgesamt zu langsam",3.4,Absage,Compliance Specialist,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,neutral,"[""Bewerbungsprozess"", ""Arbeitsatmosphaere""]","[""Bewerbungsportal"", ""Prozess"", ""langsam""]",Der Bewerbungsprozess ist langsam und das Bewerbungsportal ist okay.
vwfs_kununu_47,VW FS,kununu,Bewerber,2025-07-01,"Professionell, aber sehr formell",3.9,selbst anders entschieden,Legal Counsel,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Kommunikation""]","[""formell"", ""professionell"", ""Bewerbungsprozess""]","Die Mitarbeiter empfinden den Bewerbungsprozess als sehr formell und professionell, was jedoch negativ auf die Arbeitsatmosphäre wirkt."
vwfs_kununu_48,VW FS,kununu,Bewerber,2025-06-01,Vom Erstkontakt bis zur Zusage in drei Wochen,5.0,Zusage,Trainee Financial Services,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""gut"", ""effizient"", ""klare Kommunikation""]",Der Bewerber fand den Prozess gut durchgeführt und die Atmosphäre im Unternehmen positiv. Die Kommunikation war klar und effizient.
vwfs_kununu_49,VW FS,kununu,Bewerber,2025-05-01,"Gute Atmosphäre, Gehaltsrahmen kam sehr spät",3.9,Absage,Teamleitung Kundenservice,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Bezahlung""]","[""Atmosphäre"", ""Gehaltsrahmen"", ""Spätigkeit""]","Die Mitarbeiter bewerten die Atmosphäre als gut, aber der Gehaltsrahmen kam zu spät und hat den Eindruck erweckt, dass das Unternehmen nicht auf die Bedürfnisse seiner Mitarbeiter eingegangen ist."
vwfs_kununu_50,VW FS,kununu,Bewerber,2025-04-01,Keine Rückmeldung trotz zweier Nachfragen,1.6,keine Rückmeldung,Softwareentwickler/in,Unbekannt,Braunschweig,de,,,,,,,,,,,,,,,,,,13,False,False,negativ,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bewerbungsprozess""]","[""Keine Rückmeldung"", ""Nachfragen"", ""Unsicherheit""]",Mangelnde Kommunikation und Unklarheiten während des Bewerbungsprozesses führen zu einer negativen Erfahrung.
vwfs_glassdoor_1,VW FS,glassdoor,Mitarbeiter,2026-06-10,Starker Arbeitgeber mit guten Benefits und Konzernstabilität,4.5,Empfohlen,Business Analyst,Business,Braunschweig,de,5.0,5.0,5.0,4.0,4.0,4.0,,,,,,,,"Sehr gute Sozialleistungen, flexible Arbeitszeiten und ein hilfsbereites Team. Die Aufgaben sind fachlich abwechslungsreich und bieten Einblicke in viele Bereiche.",Abstimmungen über mehrere Hierarchieebenen verlangsamen Entscheidungen und Umsetzungen.,Entscheidungsrechte stärker in die Teams verlagern und Freigabeprozesse vereinfachen.,,7,True,False,positiv,"[""Arbeitsatmosphaere"", ""Work-Life-Balance"", ""Bezahlung"", ""Karriere & Weiterbildung"", ""Fuehrung & Vorgesetzte""]","[""Sozialleistungen"", ""flexible Arbeitszeiten"", ""hilfsbereites Team"", ""fachlich abwechslungsreich"", ""Konzernstabilität""]","Das Unternehmen wird als guter Arbeitgeber mit guten Benefits und Konzernstabilität bewertet, bietet flexible Arbeitszeiten und ein hilfsbereites Team."
